Utterance	Intent	Orchestration Name
Are you currently committed to somebody?	AreYouInARelationship	ChitChat
Are you currently committed to someone?	AreYouInARelationship	ChitChat
Are you currently romantically involved with someone?	AreYouInARelationship	ChitChat
Are you currently dating somebody?	AreYouInARelationship	ChitChat
Are you currently romantically involved with somebody?	AreYouInARelationship	ChitChat
Are you currently going out with anyone?	AreYouInARelationship	ChitChat
Are you currently going out with somebody?	AreYouInARelationship	ChitChat
Are you currently going out with someone?	AreYouInARelationship	ChitChat
Are you currently going steady with anyone?	AreYouInARelationship	ChitChat
Are you currently going steady with somebody?	AreYouInARelationship	ChitChat
Are you currently going steady with someone?	AreYouInARelationship	ChitChat
Are you currently in a relationship with anyone?	AreYouInARelationship	ChitChat
Are you currently in a relationship with somebody?	AreYouInARelationship	ChitChat
Are you currently in a relationship with someone?	AreYouInARelationship	ChitChat
Are you currently involved with anyone?	AreYouInARelationship	ChitChat
Are you currently involved with somebody?	AreYouInARelationship	ChitChat
Are you currently involved with someone?	AreYouInARelationship	ChitChat
Are you romantically involved with anyone?	AreYouInARelationship	ChitChat
Are you currently dating anyone?	AreYouInARelationship	ChitChat
Are you crushing on anyone?	AreYouInARelationship	ChitChat
Are you married?	AreYouInARelationship	ChitChat
Who is your wife?	AreYouInARelationship	ChitChat
Who's your boyfriend?	AreYouInARelationship	ChitChat
Who's your husband?	AreYouInARelationship	ChitChat
Who's your life partner?	AreYouInARelationship	ChitChat
Who's your partner?	AreYouInARelationship	ChitChat
Who's your significant other?	AreYouInARelationship	ChitChat
Who's your wife?	AreYouInARelationship	ChitChat
Are you dating?	AreYouInARelationship	ChitChat
Do you date?	AreYouInARelationship	ChitChat
Who is your sweetheart?	AreYouInARelationship	ChitChat
Who is your spouse?	AreYouInARelationship	ChitChat
Who's your crush?	AreYouInARelationship	ChitChat
Are you monogamous?	AreYouInARelationship	ChitChat
Describe the perfect boyfriend	AreYouInARelationship	ChitChat
Describe the perfect date	AreYouInARelationship	ChitChat
Describe the perfect girlfriend	AreYouInARelationship	ChitChat
Describe the perfect match	AreYouInARelationship	ChitChat
Describe your perfect date	AreYouInARelationship	ChitChat
Describe your perfect match	AreYouInARelationship	ChitChat
Do you have a type?	AreYouInARelationship	ChitChat
How do you feel about romance?	AreYouInARelationship	ChitChat
What are you looking for in a relationship?	AreYouInARelationship	ChitChat
What do you find attractive?	AreYouInARelationship	ChitChat
Do you have a crush?	AreYouInARelationship	ChitChat
What's your type?	AreYouInARelationship	ChitChat
Are you romantically involved with someone?	AreYouInARelationship	ChitChat
Are you romantically tied to anyone?	AreYouInARelationship	ChitChat
Are you romantically tied to somebody?	AreYouInARelationship	ChitChat
Are you romantically tied to someone?	AreYouInARelationship	ChitChat
Are you seeing somebody?	AreYouInARelationship	ChitChat
Are you seeing someone?	AreYouInARelationship	ChitChat
Do you have a boyfriend?	AreYouInARelationship	ChitChat
Do you have a girlfriend?	AreYouInARelationship	ChitChat
Do you have a husband?	AreYouInARelationship	ChitChat
Do you have a life partner?	AreYouInARelationship	ChitChat
Who is your sweetie?	AreYouInARelationship	ChitChat
Do you have a significant other?	AreYouInARelationship	ChitChat
Are you polyamorous?	AreYouInARelationship	ChitChat
Do you have a wife?	AreYouInARelationship	ChitChat
Who are you dating?	AreYouInARelationship	ChitChat
Who are you married to?	AreYouInARelationship	ChitChat
Who is your boyfriend?	AreYouInARelationship	ChitChat
Who is your girlfriend?	AreYouInARelationship	ChitChat
Who is your hubby?	AreYouInARelationship	ChitChat
Who is your husband?	AreYouInARelationship	ChitChat
Who is your lady?	AreYouInARelationship	ChitChat
Who is your lady friend?	AreYouInARelationship	ChitChat
Who is your life partner?	AreYouInARelationship	ChitChat
Who is your main squeeze?	AreYouInARelationship	ChitChat
Who is your partner?	AreYouInARelationship	ChitChat
Who is your significant other?	AreYouInARelationship	ChitChat
Do you have a partner?	AreYouInARelationship	ChitChat
Knock knock	CanYouChatWithMe	ChitChat
Is someone available to listen to me?	CanYouChatWithMe	ChitChat
Is anybody there to talk to me?	CanYouChatWithMe	ChitChat
Is anybody there?	CanYouChatWithMe	ChitChat
Is someone free?	CanYouChatWithMe	ChitChat
Mic check	CanYouChatWithMe	ChitChat
We should chat	CanYouChatWithMe	ChitChat
Say anything	CanYouChatWithMe	ChitChat
Can we talk?	CanYouChatWithMe	ChitChat
Are you available to talk to me?	CanYouChatWithMe	ChitChat
Can you talk?	CanYouChatWithMe	ChitChat
Can you listen to me?	CanYouChatWithMe	ChitChat
Can you speak to me?	CanYouChatWithMe	ChitChat
Can you speak with me?	CanYouChatWithMe	ChitChat
Can you speak?	CanYouChatWithMe	ChitChat
Can you talk to me	CanYouChatWithMe	ChitChat
Are you there to listen to me?	CanYouChatWithMe	ChitChat
Can you talk with me?	CanYouChatWithMe	ChitChat
Chat with me	CanYouChatWithMe	ChitChat
Is anybody around to chat to me?	CanYouChatWithMe	ChitChat
Is anybody around to chat with me?	CanYouChatWithMe	ChitChat
Is anybody around to chat?	CanYouChatWithMe	ChitChat
Is anybody around to listen to me?	CanYouChatWithMe	ChitChat
Is anybody around to listen?	CanYouChatWithMe	ChitChat
Can you talk to me?	CanYouChatWithMe	ChitChat
Are you there with me?	CanYouChatWithMe	ChitChat
Anybody around to chat to me?	CanYouChatWithMe	ChitChat
Are you there to listen?	CanYouChatWithMe	ChitChat
Are you there to speak to me?	CanYouChatWithMe	ChitChat
Are you there to speak with me?	CanYouChatWithMe	ChitChat
Are you there to speak?	CanYouChatWithMe	ChitChat
Are you there to talk to me?	CanYouChatWithMe	ChitChat
Can you chat?	CanYouChatWithMe	ChitChat
Are you there to talk?	CanYouChatWithMe	ChitChat
Can you chat to me?	CanYouChatWithMe	ChitChat
Are you there?	CanYouChatWithMe	ChitChat
Can anybody hear me?	CanYouChatWithMe	ChitChat
Can somebody hear me?	CanYouChatWithMe	ChitChat
Can someone hear me?	CanYouChatWithMe	ChitChat
Can we chat?	CanYouChatWithMe	ChitChat
Is anybody around to speak?	CanYouChatWithMe	ChitChat
Are you there to talk with me?	CanYouChatWithMe	ChitChat
Is anybody there to speak with me?	CanYouChatWithMe	ChitChat
Is anybody around to speak to me?	CanYouChatWithMe	ChitChat
Is anybody listening?	CanYouChatWithMe	ChitChat
Is anybody there to chat to me?	CanYouChatWithMe	ChitChat
Is anybody there to chat with me?	CanYouChatWithMe	ChitChat
Is anybody there to chat?	CanYouChatWithMe	ChitChat
Is anybody there to listen to me?	CanYouChatWithMe	ChitChat
Is anybody free?	CanYouChatWithMe	ChitChat
Is anybody there to speak to me?	CanYouChatWithMe	ChitChat
Is anybody available to talk?	CanYouChatWithMe	ChitChat
Is anybody there to speak?	CanYouChatWithMe	ChitChat
Is anybody there to talk with me?	CanYouChatWithMe	ChitChat
Is anybody there to talk?	CanYouChatWithMe	ChitChat
Is anyone around to chat to me?	CanYouChatWithMe	ChitChat
Is anybody there to listen?	CanYouChatWithMe	ChitChat
Is anybody available to listen to me?	CanYouChatWithMe	ChitChat
Are you there to chat?	CanYouChatWithMe	ChitChat
Is anybody around to talk to me?	CanYouChatWithMe	ChitChat
Is anybody around to talk with me?	CanYouChatWithMe	ChitChat
Is anybody around to talk?	CanYouChatWithMe	ChitChat
Is anybody around?	CanYouChatWithMe	ChitChat
Is anybody available to chat to me?	CanYouChatWithMe	ChitChat
Is anybody listening to me?	CanYouChatWithMe	ChitChat
Is anybody available to chat?	CanYouChatWithMe	ChitChat
Is anybody around to speak with me?	CanYouChatWithMe	ChitChat
Is anybody available to listen?	CanYouChatWithMe	ChitChat
Is anybody available to speak to me?	CanYouChatWithMe	ChitChat
Is anybody available to speak with me?	CanYouChatWithMe	ChitChat
Is anybody available to speak?	CanYouChatWithMe	ChitChat
Is anybody available to talk to me?	CanYouChatWithMe	ChitChat
Is anybody available to talk with me?	CanYouChatWithMe	ChitChat
Is anybody available to chat with me?	CanYouChatWithMe	ChitChat
Anyone there?	CanYouChatWithMe	ChitChat
Anyone around to speak with me?	CanYouChatWithMe	ChitChat
Anyone around to speak?	CanYouChatWithMe	ChitChat
Anyone around to talk to me?	CanYouChatWithMe	ChitChat
Anyone around to talk with me?	CanYouChatWithMe	ChitChat
Anyone around to talk?	CanYouChatWithMe	ChitChat
Are you there to listen with me?	CanYouChatWithMe	ChitChat
Anyone home?	CanYouChatWithMe	ChitChat
Anyone around to chat?	CanYouChatWithMe	ChitChat
Are you around to chat to me?	CanYouChatWithMe	ChitChat
Are you around to chat with me?	CanYouChatWithMe	ChitChat
Are you around to chat?	CanYouChatWithMe	ChitChat
Are you around to listen?	CanYouChatWithMe	ChitChat
Are you around to speak to me?	CanYouChatWithMe	ChitChat
Are you around to speak with me?	CanYouChatWithMe	ChitChat
Anyone around?	CanYouChatWithMe	ChitChat
Anybody around to talk?	CanYouChatWithMe	ChitChat
Anybody around to chat with me?	CanYouChatWithMe	ChitChat
Anybody around to chat?	CanYouChatWithMe	ChitChat
Anybody around to listen?	CanYouChatWithMe	ChitChat
Anybody around to speak to me?	CanYouChatWithMe	ChitChat
Anybody around to speak with me?	CanYouChatWithMe	ChitChat
Anybody around to speak?	CanYouChatWithMe	ChitChat
Anyone around to speak to me?	CanYouChatWithMe	ChitChat
Anybody around to talk with me?	CanYouChatWithMe	ChitChat
Anyone around to listen?	CanYouChatWithMe	ChitChat
Anybody around?	CanYouChatWithMe	ChitChat
Anybody home?	CanYouChatWithMe	ChitChat
Anybody there?	CanYouChatWithMe	ChitChat
Anyone around to chat to me?	CanYouChatWithMe	ChitChat
Anyone around to chat with me?	CanYouChatWithMe	ChitChat
Are you around to talk with me?	CanYouChatWithMe	ChitChat
Anybody around to talk to me?	CanYouChatWithMe	ChitChat
Are you free to talk with me?	CanYouChatWithMe	ChitChat
Are you around to speak?	CanYouChatWithMe	ChitChat
Are you free to listen to me?	CanYouChatWithMe	ChitChat
Are you free to listen with me?	CanYouChatWithMe	ChitChat
Are you free to listen?	CanYouChatWithMe	ChitChat
Are you free to speak to me?	CanYouChatWithMe	ChitChat
Are you free to speak with me?	CanYouChatWithMe	ChitChat
Are you free to chat with me?	CanYouChatWithMe	ChitChat
Are you free to talk to me?	CanYouChatWithMe	ChitChat
Are you free to chat to me?	CanYouChatWithMe	ChitChat
Are you free to talk?	CanYouChatWithMe	ChitChat
Are you free?	CanYouChatWithMe	ChitChat
Are you listening to me?	CanYouChatWithMe	ChitChat
Are you listening?	CanYouChatWithMe	ChitChat
Are you there to chat to me?	CanYouChatWithMe	ChitChat
Are you there to chat with me?	CanYouChatWithMe	ChitChat
Are you free to speak?	CanYouChatWithMe	ChitChat
Are you available to speak to me?	CanYouChatWithMe	ChitChat
Is anyone around to listen to me?	CanYouChatWithMe	ChitChat
Are you around to talk?	CanYouChatWithMe	ChitChat
Are you around?	CanYouChatWithMe	ChitChat
Are you available to chat to me?	CanYouChatWithMe	ChitChat
Are you available to chat with me?	CanYouChatWithMe	ChitChat
Are you available to chat?	CanYouChatWithMe	ChitChat
Are you free to chat?	CanYouChatWithMe	ChitChat
Are you available to listen?	CanYouChatWithMe	ChitChat
Are you around to talk to me?	CanYouChatWithMe	ChitChat
Are you available to speak with me?	CanYouChatWithMe	ChitChat
Are you available to speak?	CanYouChatWithMe	ChitChat
Are you available to talk with me?	CanYouChatWithMe	ChitChat
Are you available to talk?	CanYouChatWithMe	ChitChat
Are you available?	CanYouChatWithMe	ChitChat
Are you available to listen to me?	CanYouChatWithMe	ChitChat
Is someone free with me?	CanYouChatWithMe	ChitChat
Is someone free to me?	CanYouChatWithMe	ChitChat
Is someone free to speak to me?	CanYouChatWithMe	ChitChat
Is someone free to speak with me?	CanYouChatWithMe	ChitChat
Is someone free to speak?	CanYouChatWithMe	ChitChat
Is someone free to talk to me?	CanYouChatWithMe	ChitChat
Is anyone around to chat with me?	CanYouChatWithMe	ChitChat
Is someone free to talk?	CanYouChatWithMe	ChitChat
Is someone free to listen to me?	CanYouChatWithMe	ChitChat
Is someone listening to chat to me?	CanYouChatWithMe	ChitChat
Is someone listening to chat with me?	CanYouChatWithMe	ChitChat
Is someone listening to chat?	CanYouChatWithMe	ChitChat
Is someone listening to listen to me?	CanYouChatWithMe	ChitChat
Is someone listening to listen with me?	CanYouChatWithMe	ChitChat
Is someone free to talk with me?	CanYouChatWithMe	ChitChat
Is someone available to talk?	CanYouChatWithMe	ChitChat
Is someone available to listen with me?	CanYouChatWithMe	ChitChat
Is someone available to listen?	CanYouChatWithMe	ChitChat
Is someone available to me?	CanYouChatWithMe	ChitChat
Is someone available to speak to me?	CanYouChatWithMe	ChitChat
Is someone available to speak with me?	CanYouChatWithMe	ChitChat
Is someone available to speak?	CanYouChatWithMe	ChitChat
Is someone free to listen?	CanYouChatWithMe	ChitChat
Is someone available to talk with me?	CanYouChatWithMe	ChitChat
Is someone free to listen with me?	CanYouChatWithMe	ChitChat
Is someone available with me?	CanYouChatWithMe	ChitChat
Is someone available?	CanYouChatWithMe	ChitChat
Is someone free to chat to me?	CanYouChatWithMe	ChitChat
Is someone free to chat with me?	CanYouChatWithMe	ChitChat
Is someone free to chat?	CanYouChatWithMe	ChitChat
Is someone listening to me?	CanYouChatWithMe	ChitChat
Is someone available to talk to me?	CanYouChatWithMe	ChitChat
Let's talk	CanYouChatWithMe	ChitChat
Is someone listening to listen?	CanYouChatWithMe	ChitChat
Is someone there to talk?	CanYouChatWithMe	ChitChat
Is someone there?	CanYouChatWithMe	ChitChat
Is there anybody listening?	CanYouChatWithMe	ChitChat
Is there anyone listening?	CanYouChatWithMe	ChitChat
Is there someone listening?	CanYouChatWithMe	ChitChat
Is someone there to talk to me?	CanYouChatWithMe	ChitChat
Let's chat	CanYouChatWithMe	ChitChat
Is someone there to speak?	CanYouChatWithMe	ChitChat
Talk to me	CanYouChatWithMe	ChitChat
Talk with me	CanYouChatWithMe	ChitChat
We should talk	CanYouChatWithMe	ChitChat
Is someone there to chat with me?	CanYouChatWithMe	ChitChat
Is someone available to chat with me?	CanYouChatWithMe	ChitChat
Is someone listening to speak to me?	CanYouChatWithMe	ChitChat
Is someone listening to speak with me?	CanYouChatWithMe	ChitChat
Is someone listening to speak?	CanYouChatWithMe	ChitChat
Is someone listening to talk to me?	CanYouChatWithMe	ChitChat
Is someone listening to talk with me?	CanYouChatWithMe	ChitChat
Is someone there to talk with me?	CanYouChatWithMe	ChitChat
Is someone there to chat to me?	CanYouChatWithMe	ChitChat
Is someone listening to me talk?	CanYouChatWithMe	ChitChat
Is someone there to chat?	CanYouChatWithMe	ChitChat
Is someone there to listen to me?	CanYouChatWithMe	ChitChat
Is someone there to listen with me?	CanYouChatWithMe	ChitChat
